product_id,producer_code_standard,code_on_card,producer_name,category_name,series_name,description_name_eng,description_version_eng,description_long_eng,description_short_eng,price_gross,price_net,product_size,code_producer,product_code,stock,images_large_image_1,images_large_image_2,images_large_image_3,images_large_image_4,images_large_image_5,images_icons_icon,colour,product_buy_url,min_band_size,max_band_size,min_cup_size,max_cup_size,full_on_bottom,full_on_top,even,center_full,outer_full,average,shallow,projected,separation,large_roots
13556,KINGA,POLA biustonosz push-up Kinga,Kinga,Kolekcje > Bazowa,Kolekcje > Bazowa,POLA,,,,39.90,32.44,75C,5908211958866,13532,0,https://www.kinga.com.pl/media/catalog/product/p/o/pola_m-1631_2C_f-1632_2C_f-1633_white1_4.jpg,,,,,,white,https://www.kinga.com.pl/en/pola-bra-m-1631?92=402&132=46&fee=2&fep=13556,73,77,91,93,0,0,0,0,0,0,0,0,0,0
13556,KINGA,POLA biustonosz push-up Kinga,Kinga,Kolekcje > Bazowa,Kolekcje > Bazowa,POLA,,,,39.90,32.44,75C,5908211959252,13533,0,https://www.kinga.com.pl/media/catalog/product/p/o/pola_m-1631_2C_f-1632_2C_f-1633_white1_4.jpg,,,,,,black,https://www.kinga.com.pl/en/pola-bra-m-1631?92=402&132=46&fee=2&fep=13556,73,77,91,93,0,0,0,0,0,0,0,0,0,0
13556,KINGA,POLA biustonosz push-up Kinga,Kinga,Kolekcje > Bazowa,Kolekcje > Bazowa,POLA,,,,39.90,32.44,75D,5908211958873,13534,0,https://www.kinga.com.pl/media/catalog/product/p/o/pola_m-1631_2C_f-1632_2C_f-1633_white1_4.jpg,,,,,,white,https://www.kinga.com.pl/en/pola-bra-m-1631?92=402&132=46&fee=2&fep=13556,73,77,93,95,0,0,0,0,0,0,0,0,0,0
13556,KINGA,POLA biustonosz push-up Kinga,Kinga,Kolekcje > Bazowa,Kolekcje > Bazowa,POLA,,,,39.90,32.44,75D,5908211959269,13535,0,https://www.kinga.com.pl/media/catalog/product/p/o/pola_m-1631_2C_f-1632_2C_f-1633_white1_4.jpg,,,,,,black,https://www.kinga.com.pl/en/pola-bra-m-1631?92=402&132=46&fee=2&fep=13556,73,77,93,95,0,0,0,0,0,0,0,0,0,0
13556,KINGA,POLA biustonosz push-up Kinga,Kinga,Kolekcje > Bazowa,Kolekcje > Bazowa,POLA,,,,39.90,32.44,75E,5908211958880,13536,0,https://www.kinga.com.pl/media/catalog/product/p/o/pola_m-1631_2C_f-1632_2C_f-1633_white1_4.jpg,,,,,,white,https://www.kinga.com.pl/en/pola-bra-m-1631?92=402&132=46&fee=2&fep=13556,73,77,95,97,0,0,0,0,0,0,0,0,0,0
13556,KINGA,POLA biustonosz push-up Kinga,Kinga,Kolekcje > Bazowa,Kolekcje > Bazowa,POLA,,,,39.90,32.44,75E,5908211959276,13537,0,https://www.kinga.com.pl/media/catalog/product/p/o/pola_m-1631_2C_f-1632_2C_f-1633_white1_4.jpg,,,,,,black,https://www.kinga.com.pl/en/pola-bra-m-1631?92=402&132=46&fee=2&fep=13556,73,77,95,97,0,0,0,0,0,0,0,0,0,0
13556,KINGA,POLA biustonosz push-up Kinga,Kinga,Kolekcje > Bazowa,Kolekcje > Bazowa,POLA,,,,39.90,32.44,75F,5908211958897,13538,0,https://www.kinga.com.pl/media/catalog/product/p/o/pola_m-1631_2C_f-1632_2C_f-1633_white1_4.jpg,,,,,,white,https://www.kinga.com.pl/en/pola-bra-m-1631?92=402&132=46&fee=2&fep=13556,73,77,97,99,0,0,0,0,0,0,0,0,0,0
13556,KINGA,POLA biustonosz push-up Kinga,Kinga,Kolekcje > Bazowa,Kolekcje > Bazowa,POLA,,,,39.90,32.44,75F,5908211959283,13539,0,https://www.kinga.com.pl/media/catalog/product/p/o/pola_m-1631_2C_f-1632_2C_f-1633_white1_4.jpg,,,,,,black,https://www.kinga.com.pl/en/pola-bra-m-1631?92=402&132=46&fee=2&fep=13556,73,77,97,99,0,0,0,0,0,0,0,0,0,0
13556,KINGA,POLA biustonosz push-up Kinga,Kinga,Kolekcje > Bazowa,Kolekcje > Bazowa,POLA,,,,39.90,32.44,80A,5908211958903,13540,0,https://www.kinga.com.pl/media/catalog/product/p/o/pola_m-1631_2C_f-1632_2C_f-1633_white1_4.jpg,,,,,,white,https://www.kinga.com.pl/en/pola-bra-m-1631?92=402&132=46&fee=2&fep=13556,78,82,92,94,0,0,0,0,0,0,0,0,0,0
13556,KINGA,POLA biustonosz push-up Kinga,Kinga,Kolekcje > Bazowa,Kolekcje > Bazowa,POLA,,,,39.90,32.44,80A,5908211959290,13541,0,https://www.kinga.com.pl/media/catalog/product/p/o/pola_m-1631_2C_f-1632_2C_f-1633_white1_4.jpg,,,,,,black,https://www.kinga.com.pl/en/pola-bra-m-1631?92=402&132=46&fee=2&fep=13556,78,82,92,94,0,0,0,0,0,0,0,0,0,0
13556,KINGA,POLA biustonosz push-up Kinga,Kinga,Kolekcje > Bazowa,Kolekcje > Bazowa,POLA,,,,39.90,32.44,80B,5908211958910,13542,0,https://www.kinga.com.pl/media/catalog/product/p/o/pola_m-1631_2C_f-1632_2C_f-1633_white1_4.jpg,,,,,,white,https://www.kinga.com.pl/en/pola-bra-m-1631?92=402&132=46&fee=2&fep=13556,78,82,94,96,0,0,0,0,0,0,0,0,0,0
13556,KINGA,POLA biustonosz push-up Kinga,Kinga,Kolekcje > Bazowa,Kolekcje > Bazowa,POLA,,,,39.90,32.44,80B,5908211959306,13543,0,https://www.kinga.com.pl/media/catalog/product/p/o/pola_m-1631_2C_f-1632_2C_f-1633_white1_4.jpg,,,,,,black,https://www.kinga.com.pl/en/pola-bra-m-1631?92=402&132=46&fee=2&fep=13556,78,82,94,96,0,0,0,0,0,0,0,0,0,0
13556,KINGA,POLA biustonosz push-up Kinga,Kinga,Kolekcje > Bazowa,Kolekcje > Bazowa,POLA,,,,39.90,32.44,80C,5908211958927,13544,0,https://www.kinga.com.pl/media/catalog/product/p/o/pola_m-1631_2C_f-1632_2C_f-1633_white1_4.jpg,,,,,,white,https://www.kinga.com.pl/en/pola-bra-m-1631?92=402&132=46&fee=2&fep=13556,78,82,96,98,0,0,0,0,0,0,0,0,0,0
